Date,Close,Volume,Open,High,Low
08/12/2024,251.31,3679904,252.60,254.09,249.02
08/09/2024,252.53,2975285,248.70,252.95,248.45
08/08/2024,249.12,4474252,243.24,249.43,243.08
08/07/2024,240.04,4035549,242.61,246.53,239.66
08/06/2024,238.42,5673889,241.09,243.85,238.03
08/05/2024,239.01,6899342,232.32,241.82,232.21
08/02/2024,243.97,6504544,247.79,248.00,241.1165
08/01/2024,253.06,5527395,259.90,263.36,249.74
07/31/2024,258.80,4647690,256.21,261.83,255.35
07/30/2024,257.93,3944295,259.62,260.75,255.12
07/29/2024,258.59,5101425,262.71,266.075,258.52
07/26/2024,262.71,6127323,258.17,264.49,257.07
07/25/2024,256.52,7155846,254.74,264.08,251.7245
07/24/2024,249.78,5204088,253.63,255.91,248.90
07/23/2024,256.06,3905543,256.59,257.33,253.7513
07/22/2024,254.08,5647588,248.75,255.58,248.00
07/19/2024,247.63,4468875,248.65,248.99,245.17
07/18/2024,247.35,6351643,252.14,252.45,245.72
07/17/2024,251.22,5625254,254.00,255.57,249.61
07/16/2024,256.03,4780386,253.78,256.78,252.67
07/15/2024,252.86,4404270,256.02,256.39,252.12
07/12/2024,253.97,4705492,251.62,255.29,249.69
07/11/2024,251.12,5343727,252.60,255.42,250.92
07/10/2024,252.59,8947679,251.20,254.80,246.11
07/09/2024,252.43,7017109,256.09,257.00,251.09
07/08/2024,257.37,6539287,261.38,262.84,257.19
07/05/2024,263.19,6562111,262.72,265.8059,261.315
07/03/2024,260.95,4755729,256.98,261.22,256.935
07/02/2024,256.19,5130593,255.05,257.73,254.06
07/01/2024,256.21,5871685,258.15,259.4799,254.53
06/28/2024,257.10,12619300,253.50,260.18,253.18
06/27/2024,252.85,12869020,245.00,258.60,244.45
06/26/2024,243.15,4524735,241.47,243.61,239.901
06/25/2024,241.76,6216627,241.78,243.10,239.87
06/24/2024,239.94,7545685,243.19,244.41,239.81
06/21/2024,245.06,15928790,240.57,245.374,240.19
06/20/2024,241.80,14809630,232.85,243.77,232.85
06/18/2024,231.81,7119770,230.48,232.29,229.23
06/17/2024,230.48,10563680,230.28,231.84,227.77
06/14/2024,231.94,8833734,229.35,235.2499,229.20
06/13/2024,229.03,13566710,235.52,235.65,228.66
06/12/2024,235.80,10260120,240.56,242.20,234.89
06/11/2024,240.99,7264354,241.16,243.75,236.26
06/10/2024,241.84,7660118,241.79,243.64,240.43
06/07/2024,241.85,6883831,242.33,243.9299,240.2884
06/06/2024,242.76,11693760,239.88,246.75,239.45
06/05/2024,236.53,10772090,235.64,236.92,231.55
06/04/2024,234.86,11197480,235.72,240.5899,232.20
06/03/2024,236.62,19962740,234.62,240.99,230.2101
05/31/2024,234.44,36807430,219.11,234.62,216.06
05/30/2024,218.01,66860910,223.40,225.09,212.00
05/29/2024,271.62,13397850,268.00,272.865,267.77
05/28/2024,269.83,9294119,273.10,273.225,267.16
05/24/2024,272.29,8325132,270.93,274.96,268.53
05/23/2024,278.57,5456632,286.68,287.00,277.46
05/22/2024,283.82,3309164,283.41,287.09,282.835
05/21/2024,283.76,3492113,286.79,287.22,283.29
05/20/2024,287.07,2799272,286.00,287.7206,285.11
05/17/2024,285.61,3478869,287.04,287.34,284.26
05/16/2024,284.68,3559188,289.42,290.02,284.58
05/15/2024,287.54,5828547,279.74,287.80,279.73
05/14/2024,276.80,3056843,276.96,278.86,275.04
05/13/2024,277.52,2998662,277.14,277.80,275.185
05/10/2024,276.67,2912308,276.10,279.64,274.97
05/09/2024,275.17,4709740,272.17,275.35,271.0708
05/08/2024,278.97,3283270,275.73,279.94,275.73
05/07/2024,277.18,3507733,275.59,278.882,274.07
05/06/2024,275.63,3744763,276.17,277.13,274.06
05/03/2024,273.66,4041636,276.82,277.67,273.35
05/02/2024,272.13,3859883,270.43,273.08,267.94
05/01/2024,268.69,3761619,269.02,274.00,266.55
04/30/2024,268.94,5217985,274.51,274.61,268.355
04/29/2024,275.74,3608840,274.89,277.29,273.2201
04/26/2024,274.29,3754585,275.00,276.90,273.4625
04/25/2024,273.14,4811919,271.60,273.58,269.28
04/24/2024,276.19,3938845,278.00,278.9393,274.11
04/23/2024,276.68,6285237,274.95,276.70,270.41
04/22/2024,273.81,6747204,279.39,279.70,269.56
04/19/2024,270.37,4913553,272.49,273.15,268.73
04/18/2024,271.92,5918155,276.32,276.33,269.75
04/17/2024,276.32,4199384,277.74,278.9678,274.84
04/16/2024,277.41,7624347,274.78,280.56,272.4401
04/15/2024,272.90,18365090,282.94,286.4766,271.66
04/12/2024,294.32,3819966,296.87,297.85,293.50
04/11/2024,299.15,3468596,299.47,301.09,296.4077
04/10/2024,299.62,3036384,298.45,300.92,298.15
04/09/2024,302.37,2998100,303.32,305.60,299.2501
04/08/2024,301.73,3142901,301.10,303.50,299.52
04/05/2024,301.91,4918179,293.54,303.415,293.295
04/04/2024,294.14,8351020,308.26,311.30,292.10
04/03/2024,304.74,3047382,303.99,307.16,303.10
04/02/2024,304.00,4746113,297.50,304.457,294.8895
04/01/2024,302.26,2918140,301.69,303.51,299.99
03/28/2024,301.18,4892275,300.00,302.80,299.6348
03/27/2024,301.38,3859858,307.44,309.30,298.63
03/26/2024,305.83,3893853,307.48,307.98,304.89
03/25/2024,306.06,4141223,303.70,307.71,302.54
03/22/2024,307.77,3779208,309.32,310.23,306.65
03/21/2024,308.39,6083853,307.94,311.80,306.35
03/20/2024,306.08,4946571,301.97,307.02,300.685
03/19/2024,301.45,3329873,298.18,301.77,296.62
03/18/2024,300.51,5240467,299.62,300.97,296.02
03/15/2024,294.33,11885110,298.96,300.05,293.77
03/14/2024,303.32,4828755,305.00,309.49,301.995
03/13/2024,304.68,5548843,305.00,307.73,303.11
03/12/2024,306.62,4831976,306.71,309.04,303.87
03/11/2024,306.00,4895493,302.64,307.605,300.25
03/08/2024,305.28,4851635,302.20,308.87,302.20
03/07/2024,302.42,6788862,306.00,306.77,301.75
03/06/2024,303.77,8270036,304.645,305.89,302.735
03/05/2024,298.75,9015308,311.31,312.55,296.14
03/04/2024,314.64,9349980,314.57,317.655,313.54
03/01/2024,316.88,9366647,307.00,318.715,306.6151
02/29/2024,308.82,21737810,300.00,310.54,294.79
02/28/2024,299.77,12490780,299.58,300.875,296.61
02/27/2024,299.50,6178811,301.58,301.75,296.60
02/26/2024,300.39,8719272,295.59,303.8299,295.00
02/23/2024,292.80,4416764,298.00,298.00,291.08
02/22/2024,293.65,5264297,292.00,294.63,291.40
02/21/2024,283.55,3799041,280.07,283.57,278.355
02/20/2024,286.39,4285328,289.50,290.85,284.155
02/16/2024,289.72,4159391,292.00,292.07,287.88
02/15/2024,291.94,3986522,291.34,292.00,288.01
02/14/2024,289.15,3850721,285.00,289.46,284.64
02/13/2024,281.15,4956553,280.41,283.4299,276.4223
02/12/2024,287.32,3750035,290.82,291.00,287.00
02/09/2024,291.30,4376347,293.25,295.24,291.05
02/08/2024,291.95,4488432,289.30,293.11,288.98
02/07/2024,288.84,3621376,287.35,289.80,285.20
02/06/2024,285.83,4207846,287.94,288.64,281.91
02/05/2024,288.11,5274790,286.25,289.05,281.36
02/02/2024,285.66,3629843,285.20,288.16,283.16
02/01/2024,283.80,3218346,282.01,285.05,281.36
01/31/2024,281.09,4557283,284.05,285.63,280.82
01/30/2024,287.73,4810928,287.63,289.29,286.5157
01/29/2024,287.86,5762263,281.40,288.15,281.00
01/26/2024,279.94,4877365,279.28,283.34,278.685
01/25/2024,279.03,4178020,278.61,279.8528,276.86
01/24/2024,276.88,7037765,279.98,280.96,276.69
01/23/2024,276.77,6573810,280.83,281.71,275.71
01/22/2024,280.30,6735912,283.79,285.72,280.17
01/19/2024,280.88,7413577,276.51,282.00,275.5279
01/18/2024,274.46,4752437,273.00,275.69,272.14
01/17/2024,271.44,4706498,268.29,271.90,264.13
01/16/2024,269.19,5858670,269.70,271.565,267.72
01/12/2024,271.93,4847604,271.23,275.24,271.06
01/11/2024,271.38,9012600,268.00,272.96,265.10
01/10/2024,264.13,5128300,263.27,266.46,262.75
01/09/2024,261.34,4571839,259.50,263.93,258.78
01/08/2024,260.87,6626012,252.21,261.56,251.39
01/05/2024,251.12,3675979,251.21,253.91,250.17
01/04/2024,251.24,4489773,251.83,252.64,249.84
01/03/2024,251.84,5097120,253.50,254.16,251.77
01/02/2024,256.13,4741418,260.54,260.56,253.77
12/29/2023,263.14,3706552,265.01,265.6491,262.655
12/28/2023,265.58,2958714,266.50,266.92,265.30
12/27/2023,266.72,3386951,265.94,267.01,265.40
12/26/2023,266.22,3219024,265.53,266.53,264.62
12/22/2023,266.34,3110591,267.26,268.15,265.30
12/21/2023,267.25,5160697,264.75,268.36,264.24
12/20/2023,260.25,4510533,261.66,264.92,260.08
12/19/2023,264.34,4665500,265.47,266.58,263.7351
12/18/2023,263.59,7498521,259.82,265.59,259.68
12/15/2023,261.60,13739530,255.01,262.31,254.51
12/14/2023,257.21,6613211,256.50,258.77,253.22
12/13/2023,257.32,6567630,257.51,259.12,255.16
12/12/2023,256.45,5827551,251.80,256.58,251.02
12/11/2023,252.10,4765980,250.00,253.52,249.71
12/08/2023,250.81,4605805,248.55,252.09,248.00
12/07/2023,248.85,6568249,248.75,250.73,246.8861
12/06/2023,249.13,5374769,251.52,253.9827,248.85
12/05/2023,251.02,5771514,249.99,251.67,248.64
12/04/2023,250.66,11429250,252.80,255.12,249.85
12/01/2023,260.00,14538230,250.00,263.43,249.70
11/30/2023,251.90,24425720,249.05,252.50,243.65
11/29/2023,230.35,12327440,228.61,231.50,227.26
11/28/2023,224.92,5535336,223.61,225.53,222.23
11/27/2023,224.79,4885506,225.50,226.22,224.25
11/24/2023,224.38,1869111,224.36,224.49,222.12
11/22/2023,223.84,3894413,224.30,225.6894,223.21
11/21/2023,224.32,3852324,224.00,225.97,223.54
11/20/2023,225.13,4600980,221.43,226.10,220.62
11/17/2023,221.22,3636397,221.17,222.79,220.38
11/16/2023,221.45,3712533,220.00,222.77,218.94
11/15/2023,219.42,4800679,220.75,221.37,217.66
11/14/2023,221.18,4743828,219.00,221.25,217.95
11/13/2023,215.28,3306626,212.57,216.14,211.76
11/10/2023,213.63,4113413,209.40,214.265,208.8448
11/09/2023,210.01,4731434,213.57,213.58,209.07
11/08/2023,211.47,3433465,212.42,212.52,209.65
11/07/2023,211.84,5467113,209.50,213.34,208.955
11/06/2023,207.42,3729658,208.21,208.48,204.69
11/03/2023,207.47,3861880,209.39,210.18,207.20
11/02/2023,208.11,4963628,206.31,208.26,205.95
11/01/2023,203.91,3593561,200.92,204.49,200.49
10/31/2023,200.83,3425426,200.42,201.91,198.66
10/30/2023,199.27,3438456,199.00,200.58,197.08
10/27/2023,196.57,3168554,197.30,198.31,195.41
10/26/2023,196.25,5149060,197.42,199.66,193.68
10/25/2023,197.06,4489976,203.20,203.74,195.43
10/24/2023,204.22,3959708,203.73,204.64,200.925
10/23/2023,202.00,4564116,199.90,203.57,197.85
10/20/2023,203.73,5539077,207.36,208.11,202.12
10/19/2023,208.32,4995930,206.45,210.95,205.53
10/18/2023,204.83,3380758,208.88,209.63,204.19
10/17/2023,209.84,4006090,206.49,211.94,206.00
10/16/2023,208.53,3623223,205.84,209.49,205.04
10/13/2023,204.59,3678409,205.11,207.14,203.21
10/12/2023,205.68,3548635,207.83,208.58,203.27
10/11/2023,206.85,3971001,207.23,209.20,204.41
10/10/2023,206.88,4503470,207.64,209.2154,206.26
10/09/2023,207.22,2781322,204.89,208.28,204.69
10/06/2023,207.36,4989189,200.48,208.27,199.89
10/05/2023,202.01,3592613,202.00,202.15,198.4901
10/04/2023,201.87,3656350,200.88,202.7399,199.51
10/03/2023,199.83,4622359,202.75,203.565,197.42
10/02/2023,203.71,3745684,200.80,205.11,200.52
09/29/2023,202.78,4405143,205.08,207.79,202.10
09/28/2023,203.20,4344035,200.76,205.15,199.5503
09/27/2023,202.73,4123766,202.99,203.93,200.94
09/26/2023,202.49,5404503,205.47,206.44,201.28
09/25/2023,206.34,4067309,205.00,206.53,203.87
09/22/2023,206.43,3848593,209.31,209.72,205.88
09/21/2023,208.61,4957895,209.80,211.8925,208.07
09/20/2023,213.03,2991594,215.20,217.18,212.92
09/19/2023,215.70,4002204,214.39,216.06,212.26
09/18/2023,215.00,4279576,214.56,216.38,214.18
09/15/2023,214.61,9939044,218.87,219.1899,213.46
09/14/2023,218.78,4297203,219.42,220.574,218.34
09/13/2023,218.80,4173592,221.18,221.86,218.295
09/12/2023,221.66,4002279,223.45,224.79,221.26
09/11/2023,225.31,4417969,226.01,226.825,222.79
09/08/2023,224.76,4580356,223.32,225.47,222.86
09/07/2023,222.53,4201915,219.77,222.73,219.31
09/06/2023,221.62,5066665,219.47,222.2099,219.02
09/05/2023,218.69,5807335,219.33,220.3199,217.61
09/01/2023,221.53,5600939,223.50,223.97,220.52
08/31/2023,221.46,19268400,228.00,228.79,221.20
08/30/2023,215.04,9946011,211.77,215.59,209.43
08/29/2023,211.96,5850364,206.75,212.46,206.52
08/28/2023,211.72,4086852,210.45,213.4767,209.64
08/25/2023,209.47,3068820,205.51,210.79,205.48
08/24/2023,205.51,3960326,211.01,211.99,205.44
08/23/2023,209.13,3833154,208.00,210.99,207.14
08/22/2023,206.76,3153623,209.85,210.105,206.0018
08/21/2023,209.03,4023325,206.00,209.42,204.22
08/18/2023,204.83,4267165,200.97,205.497,200.20
08/17/2023,203.84,4062741,206.57,206.93,203.39
08/16/2023,206.99,2759603,208.00,209.69,206.95
08/15/2023,208.78,4076371,210.33,212.37,207.84
08/14/2023,212.06,3304673,207.90,212.10,207.12
08/11/2023,208.70,2930776,206.13,209.50,205.50
08/10/2023,208.25,4004728,208.18,210.34,206.44
08/09/2023,205.86,7847512,211.65,211.66,204.91
08/08/2023,211.58,4843817,213.55,214.19,211.14
08/07/2023,216.06,3615192,215.31,216.8909,214.37
08/04/2023,214.59,4800357,216.41,217.25,213.07
08/03/2023,215.56,5517079,216.20,218.21,214.60
08/02/2023,220.50,5129661,221.98,222.85,218.795
08/01/2023,224.27,4214465,223.89,224.81,221.63
07/31/2023,225.01,5573114,222.35,225.38,221.75
07/28/2023,225.60,4239278,226.00,227.31,223.98
07/27/2023,225.15,4299574,228.04,230.1399,224.01
07/26/2023,225.58,4856673,224.46,227.51,223.12
07/25/2023,226.03,3203658,225.88,227.52,225.19
07/24/2023,225.66,5363244,227.26,227.59,223.5401
07/21/2023,228.06,3529741,230.00,230.81,227.29
07/20/2023,228.16,5302994,231.10,233.50,227.32
07/19/2023,234.37,8516287,233.98,238.22,231.2301
07/18/2023,227.63,5094240,227.05,229.6208,225.465
07/17/2023,228.00,3558250,229.24,230.28,227.81
07/14/2023,229.33,4278735,229.70,232.20,228.15
07/13/2023,230.37,5800286,228.26,230.96,227.60
07/12/2023,227.28,8923503,221.90,228.09,221.6132
07/11/2023,221.17,10030520,222.06,222.35,217.24
07/10/2023,212.81,3820076,209.00,212.87,208.315
07/07/2023,209.59,3022151,209.77,212.11,209.28
07/06/2023,210.14,4254061,211.20,212.50,207.831
07/05/2023,213.82,5071608,210.49,214.62,210.09
07/03/2023,211.65,2399966,210.57,211.96,209.92
06/30/2023,211.26,5984203,211.86,213.85,210.9619
06/29/2023,210.43,3838304,211.90,212.65,209.72
06/28/2023,212.17,4775913,208.41,212.20,207.60
06/27/2023,208.82,4014756,208.14,210.48,207.52
06/26/2023,207.36,4771543,209.02,211.75,207.35
06/23/2023,210.09,14037590,210.50,211.00,208.07
06/22/2023,213.29,5694224,209.63,213.9564,209.09
06/21/2023,209.59,7971632,216.52,217.795,208.0701
06/20/2023,216.97,9527235,208.65,217.05,208.61
06/16/2023,211.76,13672660,213.54,213.65,210.60
06/15/2023,211.92,7905381,207.95,213.325,207.37
06/14/2023,209.40,8963393,207.70,211.71,205.02
06/13/2023,208.98,11698920,215.50,216.2326,207.92
06/12/2023,213.69,11585180,216.15,220.39,212.14
06/09/2023,215.31,7679636,210.69,218.66,210.69
06/08/2023,209.53,5551699,205.38,210.38,204.85
06/07/2023,205.73,9323896,214.88,216.66,204.78
06/06/2023,212.85,6795996,208.55,213.40,208.37
06/05/2023,209.86,7804410,210.47,212.32,207.055
06/02/2023,213.03,11026890,212.90,216.14,210.43
06/01/2023,212.90,20907360,208.22,215.36,206.06
05/31/2023,223.38,19624030,219.55,225.00,217.06
05/30/2023,218.87,10421050,219.27,222.14,215.73
05/26/2023,215.44,6933320,212.80,216.15,212.55
05/25/2023,209.91,6496676,212.02,212.33,208.44
05/24/2023,209.06,4894012,206.04,210.21,205.42
05/23/2023,206.64,4256810,207.74,209.64,206.47
05/22/2023,210.26,3890834,209.17,212.82,209.04
05/19/2023,210.36,6091604,212.96,213.24,209.93
05/18/2023,213.32,5165465,209.50,213.88,209.33
05/17/2023,209.38,5772221,206.495,209.49,204.80
05/16/2023,204.56,4424764,201.93,205.67,201.75
05/15/2023,203.33,4518205,203.75,205.3999,202.475
05/12/2023,201.81,4733643,203.43,203.964,200.13
05/11/2023,203.47,5366315,202.91,203.80,198.5543
05/10/2023,204.85,6535555,204.94,206.28,203.04
05/09/2023,201.18,6996781,196.78,203.80,196.78
05/08/2023,197.90,4169404,198.72,200.4999,196.08
05/05/2023,197.59,4284371,193.95,198.11,193.25
05/04/2023,192.38,4386506,191.90,194.56,190.76
05/03/2023,192.61,3779878,194.21,195.79,192.56
05/02/2023,193.84,6051017,198.02,198.41,192.931
05/01/2023,197.79,2882931,197.76,199.05,197.12
04/28/2023,198.37,4094567,196.15,198.645,195.27
04/27/2023,195.94,4794364,194.17,197.51,193.27
04/26/2023,191.52,4007551,192.62,194.37,190.57
04/25/2023,190.67,5009990,193.97,194.12,190.63
04/24/2023,194.92,4449683,198.45,198.77,194.0601
04/21/2023,199.03,4860102,197.03,199.12,196.465
04/20/2023,197.51,3619971,197.18,200.0828,196.82
04/19/2023,198.92,3665103,196.30,199.07,195.73
04/18/2023,198.50,4679040,199.08,200.12,197.06
04/17/2023,197.08,5413475,195.16,197.52,195.03
04/14/2023,194.65,5073782,191.85,195.17,191.19
04/13/2023,194.02,4716442,190.45,194.375,190.45
04/12/2023,190.32,5033376,190.30,191.885,189.53
04/11/2023,188.89,4907689,189.06,190.46,187.31
04/10/2023,191.49,5263845,190.59,192.55,189.28
04/06/2023,192.55,6304734,194.00,194.07,189.60
04/05/2023,195.31,3953707,198.00,198.29,193.73
04/04/2023,197.20,4659099,198.15,198.7025,196.62
04/03/2023,196.49,5340770,198.22,198.93,195.53
03/31/2023,199.78,6634260,197.49,200.00,196.99
03/30/2023,196.60,6932465,197.77,198.17,195.49
03/29/2023,196.64,8085228,193.14,197.43,192.88
03/28/2023,192.30,4899041,191.18,192.83,191.18
03/27/2023,191.26,7776500,188.92,192.11,188.905
03/24/2023,190.06,6104529,186.50,190.32,186.09
03/23/2023,187.44,8685007,187.40,190.56,185.58
03/22/2023,186.51,6575610,190.00,191.44,186.41
03/21/2023,188.68,6982001,185.87,189.28,184.89
03/20/2023,185.25,5513205,184.21,185.52,182.65
03/17/2023,184.85,10493250,186.04,187.66,184.175
03/16/2023,187.30,8370712,183.30,187.65,182.98
03/15/2023,182.91,7716870,179.16,183.86,178.21
03/14/2023,182.89,10138050,180.00,185.31,179.11
03/13/2023,175.51,9154758,171.00,177.10,170.00
03/10/2023,173.18,14108960,178.50,179.36,171.71
03/09/2023,178.72,7102401,183.10,183.8441,178.54
03/08/2023,182.95,6749072,183.30,184.90,181.80
03/07/2023,183.32,9024333,184.455,186.16,183.03
03/06/2023,183.80,10770250,185.07,189.00,183.625
03/03/2023,186.43,12087190,188.07,189.77,184.29
03/02/2023,186.59,37719870,193.12,193.91,185.20
03/01/2023,167.35,15841220,162.99,167.98,162.98
02/28/2023,163.61,6912624,162.53,164.45,161.53
02/27/2023,163.14,6891182,163.84,164.77,162.22
02/24/2023,162.20,6569915,160.59,162.39,159.655
02/23/2023,164.12,4679419,165.29,165.47,161.57
02/22/2023,163.36,4343685,163.11,165.00,162.11
02/21/2023,161.62,5210800,163.74,164.51,161.45
02/17/2023,165.17,8084490,165.03,167.11,162.74
02/16/2023,168.11,7483541,168.99,170.37,167.9573
02/15/2023,171.10,4998274,168.85,171.605,168.24
02/14/2023,169.96,8393074,168.22,172.79,167.85
02/13/2023,171.08,8820334,168.28,171.16,166.95
02/10/2023,167.03,11273740,167.655,169.74,165.33
02/09/2023,173.66,11512320,173.33,175.38,172.01
02/08/2023,169.63,7694533,170.00,172.45,169.2317
02/07/2023,171.28,6179220,167.57,171.73,166.61
02/06/2023,169.05,4310553,168.00,171.17,167.35
02/03/2023,171.04,6481708,170.02,175.08,169.86
02/02/2023,174.64,10667080,175.71,178.84,172.90
02/01/2023,171.82,8853905,167.73,173.08,167.00
01/31/2023,167.97,6421297,164.28,168.01,164.28
01/30/2023,164.75,8169797,164.07,166.44,163.40
01/27/2023,164.52,9872265,165.05,167.24,163.60
01/26/2023,165.09,13354590,158.19,165.17,158.10
01/25/2023,156.17,9390506,151.21,156.40,149.82
01/24/2023,154.86,6390216,154.61,160.21,154.50
01/23/2023,155.87,19922870,157.35,157.87,153.23
01/20/2023,151.25,10127050,144.30,151.525,144.30
01/19/2023,146.41,7070135,143.52,146.68,143.16
01/18/2023,145.45,7812580,148.86,149.54,145.29
01/17/2023,148.47,9407610,149.60,150.49,146.1001
01/13/2023,149.51,8378111,146.20,149.96,146.0942
01/12/2023,149.60,11678020,147.84,149.82,143.94
01/11/2023,144.90,13595040,145.28,147.04,143.56
01/10/2023,147.44,6527711,145.81,149.28,145.6039
01/09/2023,147.10,13679740,142.59,149.20,142.59
01/06/2023,140.51,9145711,137.58,141.65,135.55
01/05/2023,136.34,8493489,137.64,138.59,134.24
01/04/2023,139.59,14322580,141.22,141.85,137.615
01/03/2023,134.78,8196354,135.19,136.95,133.03
12/30/2022,132.59,5630216,130.61,132.64,130.36
12/29/2022,132.54,7628826,129.70,132.95,129.50
12/28/2022,128.47,6249841,129.71,131.14,128.17
12/27/2022,130.66,8300844,128.56,131.75,127.65
12/23/2022,129.44,5821329,128.73,129.86,127.59
12/22/2022,129.19,9972880,128.67,129.54,126.34
12/21/2022,130.30,9313242,127.956,132.16,126.60
12/20/2022,128.45,8455518,127.50,129.9865,127.19
12/19/2022,129.01,9441407,127.77,129.5799,127.20
12/16/2022,128.27,15464710,128.92,129.88,126.8904
12/15/2022,130.44,10810350,131.67,134.115,129.68
12/14/2022,134.75,9611766,135.01,137.27,133.23
12/13/2022,135.62,12579840,137.39,139.88,134.04
12/12/2022,133.11,11852360,131.10,134.0889,130.95
12/09/2022,131.11,10287480,129.74,133.37,128.36
12/08/2022,130.13,15156910,128.43,131.46,127.02
12/07/2022,130.48,12915930,132.50,133.75,130.02
12/06/2022,133.27,16981800,132.71,134.55,130.91
12/05/2022,133.93,20294600,142.80,144.39,132.88
12/02/2022,144.56,15086660,144.29,145.21,142.78
12/01/2022,147.00,33721470,147.55,147.586,142.08
11/30/2022,160.25,14591530,150.75,160.25,150.13
11/29/2022,151.68,6398123,152.72,154.02,151.26
11/28/2022,153.69,7935615,152.00,155.32,152.00
11/25/2022,153.35,3023746,152.07,154.04,151.38
11/23/2022,152.24,5558886,147.62,152.91,147.55
11/22/2022,149.25,7017708,145.20,149.38,142.92
11/21/2022,144.85,8015886,146.02,147.34,143.395
11/18/2022,148.04,7556035,151.84,152.32,145.645
11/17/2022,149.69,7357904,150.19,151.76,148.34
11/16/2022,155.12,6454684,160.00,160.82,153.83
11/15/2022,162.07,8116050,162.68,165.25,160.7492
11/14/2022,158.66,6580055,155.82,160.16,154.645
11/11/2022,157.73,7382476,156.49,159.92,155.58
11/10/2022,156.30,8777927,151.00,156.37,149.73
11/09/2022,142.06,5588538,145.85,146.3255,141.94
11/08/2022,147.10,9101759,145.09,151.56,145.08
11/07/2022,144.59,7379946,140.62,144.93,138.7701
11/04/2022,139.77,14265340,146.50,146.95,136.04
11/03/2022,146.33,5999352,149.00,150.415,146.13
11/02/2022,150.01,7242215,159.51,159.77,149.96
11/01/2022,159.82,4545909,165.00,165.6999,159.64
10/31/2022,162.59,4878097,162.12,164.00,161.00
10/28/2022,163.02,5055359,159.51,163.09,158.17
10/27/2022,159.75,4987716,161.80,164.66,159.32
10/26/2022,159.91,6623009,159.80,164.12,158.70
10/25/2022,165.27,5804513,161.70,166.03,161.685
10/24/2022,160.65,6259152,161.18,161.57,158.3968
